model_id,model,source,scaler,encoder,bias_pre,tuning,bias_post,n_splits,eta,adversary_loss_weight,num_epochs,classifier_num_hidden_units,debias,mean_Accuracy,mean_Precision,mean_Recall,mean_F1-Score,mean_Demographic Parity Diff.,mean_Equal Opportunity Diff.,mean_Predictive Parity Diff.,mean_Average Predictive Value Diff.,mean_Average Odds Diff.,std_Accuracy,std_Precision,std_Recall,std_F1-Score,std_Demographic Parity Diff.,std_Equal Opportunity Diff.,std_Predictive Parity Diff.,std_Average Predictive Value Diff.,std_Average Odds Diff.
RF021,random_forest,classic,none,one-hot,reweighing,none,reject_option_classification,3,,,,,,0.7299904695114275,0.8512429764782282,0.7456500739762543,0.7942125351296703,-0.0227384027384027,0.0059925051453713,-0.0571108659518435,0.0149239117534229,0.014134224899482,0.0133638875523967,0.023149189911936,0.0389854026215105,0.0150382073834484,0.0339369530981439,0.0485101605780989,0.0110969033952903,0.0628509629112526,0.0220185352603233
RF022,random_forest,classic,none,one-hot,reweighing,random,none,3,,,,,,0.7560105015194836,0.7664170114674637,0.9371813213014928,0.843062368852312,-0.0178639478639478,0.0021428475199071,-0.0645080636843731,-0.0001640847522395,0.0033540119508609,0.0117929683529169,0.0027383296798299,0.030277332533375,0.010531544481166,0.0333163354275346,0.0160145663374818,0.0505727367420141,0.0760660246987813,0.0364844297394934
RF023,random_forest,classic,none,one-hot,reweighing,random,calibrate_equalized_odds,3,,,,,,0.7440044835254417,0.751159844109227,0.9500568577821796,0.8385432686544809,-0.0522383222383222,-0.0161021019750423,-0.0499973277751055,-0.0005923197443665,-0.0471468327514213,0.0169667857335893,0.0184825566206351,0.0347343728197193,0.0106979181135134,0.0142047562428469,0.0222674075621566,0.0623782749850335,0.0369762540684999,0.0376085965225908
RF024,random_forest,classic,none,one-hot,reweighing,random,reject_option_classification,3,,,,,,0.7409924894954836,0.8464588757520314,0.7713828057175697,0.8039104725845473,-0.0229877429877429,0.0006916184546849,-0.0628093854117143,0.0018082937919731,0.0170441557247219,0.0529535318780342,0.0160449494154458,0.1066752689245577,0.0551437974393965,0.0179517523455428,0.0582947859310531,0.0329497526150971,0.0694471146324627,0.0091462151398089
GB019,gradient_boosting,classic,none,one-hot,reweighing,none,none,3,,,,,,0.7430334526142909,0.7792411016595526,0.8828974236699558,0.8278286956206174,-0.0034339234339234,-0.0127250880670328,-0.0903011095562517,-0.0391554326559463,0.0334666924518062,0.0357937337663995,0.0202856369769182,0.0298496881067747,0.0245660735156845,0.0591816389891196,0.0517114285369905,0.0509210991753782,0.0462987037070318,0.0456747869056695
GB020,gradient_boosting,classic,none,one-hot,reweighing,none,calibrate_equalized_odds,3,,,,,,0.728027428626231,0.7610867446393762,0.8914811146570804,0.8208345032996256,-0.0197329497329497,-0.0182397939493857,-0.0787655380569251,-0.0339828850015211,0.0028867588654685,0.0239429567874741,0.0118349770452047,0.0409598388729451,0.0188923916502528,0.1104894778903264,0.0733610928135868,0.0798310211635136,0.0362346226989744,0.1289720484448301
GB021,gradient_boosting,classic,none,one-hot,reweighing,none,reject_option_classification,3,,,,,,0.6940323557090023,0.8626873328657214,0.6686414046929068,0.751549511918018,0.0143561743561743,0.056274674346342,-0.0432328999976059,0.0361432297247573,0.042613584476797,0.0595561895068475,0.0096496231706857,0.0900208051026168,0.0593639461827982,0.0081196474100838,0.0646384281426166,0.0477337037827969,0.0672763937068905,0.0357835056875353
GB022,gradient_boosting,classic,none,one-hot,reweighing,random,none,3,,,,,,0.7540264815713917,0.7802564651619064,0.9028954672731496,0.8370762972824557,-0.0374307874307874,-0.0264909051896048,-0.0703646500056308,-0.0257152561239818,-0.0093278160537067,0.0282621749936671,0.0167197306230648,0.0241083901743418,0.0191172884308787,0.0405240496181965,0.0259639085922216,0.0487919071637841,0.0331310652961089,0.0271081608052362
GB023,gradient_boosting,classic,none,one-hot,reweighing,random,calibrate_equalized_odds,3,,,,,,0.7400214585843329,0.7612697791688401,0.9157710037538364,0.8312237188886024,-0.0702043302043302,-0.0448621173108169,-0.0553428784400757,-0.0234367074485414,-0.0586860105512771,0.019530111093418,0.0056077519884428,0.034383484172604,0.0156935995879063,0.0563001026006413,0.0181794142569266,0.080777900072736,0.0326326843025574,0.0820762649835125
GB024,gradient_boosting,classic,none,one-hot,reweighing,random,reject_option_classification,3,,,,,,0.751035466604329,0.8525656891150136,0.7801071127251386,0.8134764661013146,-0.0133703633703633,0.0036781160124403,-0.0673791425698531,-0.0051228223979806,0.033469779855256,0.0451064439778557,0.0292183268968469,0.067744971603577,0.039613247717662,0.0434246390461586,0.0410204359656062,0.0207518921261485,0.0459764727280895,0.0265566281500415
LG025,logistic_regression,classic,none,label,none,none,none,3,,,,,,0.7419964875054695,0.7797125483692647,0.8800056246408178,0.826790454587492,-0.0378661178661179,-0.0201698449666578,-0.0653313457023968,-0.0133942877191039,-0.0098992520191835,0.016794300557339,0.0083635552116915,0.0196119908216442,0.0123469156661597,0.0189244743388105,0.0259368580280314,0.0344708867309586,0.0562598596421616,0.0134926617767893
LG026,logistic_regression,classic,none,label,none,none,calibrate_equalized_odds,3,,,,,,0.7369974765184346,0.7632482885178505,0.9057505838621718,0.828190753945341,-0.0784713384713385,-0.0492102490070619,-0.0528171968367478,-0.0217733901175782,-0.0635011900530991,0.0037140269848537,0.0125085274889723,0.0220045827257995,0.0027240790671543,0.0515772424932162,0.0705741619353585,0.0590340422204608,0.0722896158944619,0.0736619762508645
LG027,logistic_regression,classic,none,label,none,none,reject_option_classification,3,,,,,,0.7370124615633599,0.8588468875660578,0.7471785089810842,0.7989900327639375,0.0015021315021315,0.0768525371529067,-0.0106635076696697,0.08129779571742,0.0169610815321713,0.0108959821854721,0.0036010024083292,0.0216127783173036,0.0112468098286044,0.0446239331799039,0.0822737619707294,0.0329081415398285,0.0695735626647538,0.0600895193763744
LG028,logistic_regression,classic,none,label,none,random,none,3,,,,,,0.7270054485623348,0.8263409963052085,0.7800765440250418,0.7978496747409571,-0.0086737086737086,0.0256158622822742,-0.05237934648361,0.0171672987335879,0.023431849515849,0.024483031959787,0.0415455664780062,0.1090748599362624,0.0348953971674173,0.0128521021246678,0.1028703728813121,0.0210946784699375,0.1100923075074747,0.0131371660276462
LG029,logistic_regression,classic,none,label,none,random,calibrate_equalized_odds,3,,,,,,0.7040333746920573,0.7890982855647167,0.7971889023391169,0.7884808888938427,0.08997493997494,0.0693658622822742,-0.1117540587069386,0.0029561330981141,0.1294466344620855,0.0325707419065358,0.0496059110001756,0.1087921250138897,0.0356162494448905,0.2321931868525982,0.1942699483982807,0.1133605904005881,0.0568697805642642,0.2709984937664936
LG030,logistic_regression,classic,none,label,none,random,reject_option_classification,3,,,,,,0.7279734824645004,0.8633756737325732,0.7270643043175231,0.7885878304012106,-0.0071997171997172,0.0599118214010958,-0.0182817973538469,0.0679389243687804,0.0140966183603004,0.0246687456116576,0.0191316005132292,0.0478131334254541,0.0249737708165844,0.0180796388030472,0.0855068353754106,0.0393984287612378,0.0885498023613084,0.0121847162397067
RF025,random_forest,classic,none,label,none,none,none,3,,,,,,0.7660055264845683,0.7884519556872354,0.9099935194355796,0.8448501510541474,-0.0339114639114639,0.017046256207354,-0.0390047450679015,0.0531832084754288,-0.0209365513661523,0.0129303888704206,0.0107286878724727,0.0075418181001203,0.0079523984572125,0.0348317372111027,0.064355878866404,0.0388799395539333,0.104570400815262,0.0137626033036967
RF026,random_forest,classic,none,label,none,none,calibrate_equalized_odds,3,,,,,,0.7459944974915035,0.7620469314661914,0.9271609014098284,0.8364225792260198,-0.0843180243180243,-0.0073855619744641,-0.0141734340325593,0.0955278287222049,-0.0969731710694971,0.0230211255283759,0.0193412013843813,0.012692566016641,0.0130282089892008,0.0861605116612645,0.0724014467231578,0.0682602293382405,0.0627935931900434,0.1189889633739691
RF027,random_forest,classic,none,label,none,none,reject_option_classification,3,,,,,,0.7679775583967201,0.851097505497005,0.8113483242238608,0.8299559784495223,-0.026076426076426,0.0057665294614432,-0.0568651240635748,0.0148896449328926,0.0148825388627557,0.0228474856583154,0.0207023890698865,0.0486945898371968,0.0210787136443604,0.0126120986738888,0.0546178154400126,0.0354540120016395,0.0667958783584187,0.0136869899626105
RF028,random_forest,classic,none,label,none,random,none,3,,,,,,0.7570025114935294,0.8038185146904672,0.8685973857647676,0.833264637253999,-0.0293874293874293,0.0119812177458263,-0.0440710135829377,0.043823123722334,-0.0051417246490638,0.0078162247144425,0.0374357147404525,0.0559082096842013,0.0054565848087458,0.045078929614042,0.0478378843055389,0.030455499489291,0.0540706455339357,0.0244028917217607
RF029,random_forest,classic,none,label,none,random,calibrate_equalized_odds,3,,,,,,0.7550095005184826,0.7982302894745144,0.8757443478473522,0.8331408498639159,-0.0226922726922726,0.0094559652205738,-0.0542182466570001,0.029177348820041,0.0030159389433823,0.0101866086958416,0.0395079654298679,0.0648453033211994,0.0095387208121695,0.0311716170702764,0.0519563134516446,0.0524736583305107,0.0420233861055774,0.0350764105582452
RF030,random_forest,classic,none,label,none,random,reject_option_classification,3,,,,,,0.7299874725024426,0.8640555911837176,0.7299561033466612,0.7896954682296534,-0.029104559104559,0.0092626015637213,-0.0400833618819597,0.0276648801264133,0.0041842973452654,0.0347690223855971,0.0120725754447619,0.0716486687681725,0.03863220493808,0.0291185094708166,0.0277846151132599,0.0571341234733292,0.0248510566740225,0.0460589106290042
GB025,gradient_boosting,classic,none,label,none,none,none,3,,,,,,0.7570174965384546,0.7954811409009882,0.8785872369563358,0.8349180096905991,-0.0457661157661157,-0.0055254186815219,-0.044247352941011,0.021903889978416,-0.0270361237088457,0.0309847839001695,0.0154363288657133,0.0315343788436324,0.0222940628683274,0.0472962749660342,0.027141504128087,0.0352195943349,0.0590228411127508,0.0386760084407488
GB026,gradient_boosting,classic,none,label,none,none,calibrate_equalized_odds,3,,,,,,0.7380074685463907,0.7756343491685378,0.8814484672853773,0.8247061333694949,-0.0657961457961457,-0.0096920853481885,-0.0295162685786558,0.0479542913616941,-0.0650065538163726,0.007131087990524,0.0136543100527797,0.0363916074978362,0.0089328820754821,0.0681814100878964,0.0339417126828906,0.0623150771090074,0.0194063255827065,0.084492740050697
GB027,gradient_boosting,classic,none,label,none,none,reject_option_classification,3,,,,,,0.7239964515413617,0.8714688147799752,0.7185356369905728,0.7765938814551482,-0.0143533743533743,0.0147198631961337,-0.0622892934504124,0.0060787809183282,0.0236208093651821,0.0826397399260171,0.0407548247488821,0.175168730292105,0.0956463144123302,0.0484775740174445,0.0341124096487803,0.0137639456092513,0.0460098702407467,0.0280186921587295
GB028,gradient_boosting,classic,none,label,none,random,none,3,,,,,,0.7619955284625943,0.7814777751443276,0.9200628492473988,0.8441526368243553,-0.0467816067816067,0.004521573090094,-0.0351898048932817,0.0648379789993984,-0.0322165065005637,0.0243341265589009,0.0343251758337601,0.0395823175623107,0.0120655698475047,0.0606747400843652,0.0360077861261721,0.0432771546616529,0.1008395518582846,0.0444978663851015
GB029,gradient_boosting,classic,none,label,none,random,calibrate_equalized_odds,3,,,,,,0.7509935084785383,0.7672286124953542,0.9286465402345232,0.8391830423978853,-0.0664266364266363,-0.0077890329705119,-0.0294320811572592,0.0622305489256613,-0.0629607919213919,0.01061918695047,0.0289119280483617,0.0467811085930051,0.0048608966318363,0.0406598104877952,0.0333461653821877,0.0552868276030038,0.071476186090041,0.0326971070888416
GB030,gradient_boosting,classic,none,label,none,random,reject_option_classification,3,,,,,,0.7549975124825424,0.8470913526701004,0.7928603744054388,0.8180433688486334,0.0155381255381255,0.0319795544289486,-0.0800430550394262,0.0017642817003066,0.063886503016825,0.0450965285852076,0.0064277596633532,0.0729876686461441,0.0409348427885138,0.017690164839533,0.0609519216740936,0.0289963942235229,0.0570709561003684,0.0286786250533659
LG031,logistic_regression,classic,none,label,reweighing,none,none,3,,,,,,0.7429944914974854,0.7792849370278824,0.8828546274898206,0.8278289724554785,-0.0322262822262822,-0.0167433490480115,-0.06766116650021,-0.0142745114989113,-0.0040193373931937,0.0143308320569331,0.0072118119898445,0.0150986567801211,0.0103710464453863,0.0304856762810748,0.0283884539172593,0.0440435408813367,0.0479534052456129,0.0136879098799062
LG032,logistic_regression,classic,none,label,reweighing,none,calibrate_equalized_odds,3,,,,,,0.7379954805104506,0.7659539698618261,0.901446510888571,0.8280906972824887,-0.0585094885094885,-0.0356827429874055,-0.059338800262164,-0.0158035388967997,-0.0402207625848012,0.0049332916370915,0.0104080683033177,0.0126378503959949,0.0007974636742322,0.0458430964433204,0.0458714899827716,0.0629961871638309,0.0263906352068714,0.0669981114777455
LG033,logistic_regression,classic,none,label,reweighing,none,reject_option_classification,3,,,,,,0.7290014565463668,0.8619739564696548,0.7299988995267966,0.7903489954368883,0.0114386414386414,0.0815045232676314,-0.0185299343353512,0.074907035397384,0.0299501570268096,0.0032571724739199,0.0106275592661762,0.017180339388879,0.0057513762025426,0.0078887403043886,0.077916721218874,0.0183801353012926,0.0771891195071115,0.0218815573162964
LG034,logistic_regression,classic,none,label,reweighing,random,none,3,,,,,,0.7300054545563528,0.7916381677266883,0.8458787278529768,0.813009413661225,0.0115829815829815,0.0498555973612588,-0.0458159566776181,0.0407297855349894,0.0368107083859352,0.0129074618469626,0.0554761712039695,0.0998954057956174,0.0229058219709525,0.0232420289425424,0.072742452970078,0.0538609410301739,0.1292370490804985,0.0235143977713275
LG035,logistic_regression,classic,none,label,reweighing,random,calibrate_equalized_odds,3,,,,,,0.7160393926860994,0.7585984622968774,0.8729992785786779,0.8101563920712858,0.1082519582519582,0.0870399407956022,-0.1097760414679323,0.0082754883972848,0.145737148452803,0.0346397155982994,0.0089626472582857,0.0861652019440956,0.0347403626514307,0.2072469863371992,0.1729083285672038,0.1259118769239103,0.1040469764200877,0.2493767790994073
LG036,logistic_regression,classic,none,label,reweighing,random,reject_option_classification,3,,,,,,0.7319864774954595,0.8678034707487723,0.7285254881821405,0.791739855470016,-9.870009870035131e-06,0.0635528206430078,-0.0240381148724823,0.0631023513773351,0.024017824984857,0.0139106529595316,0.0167995282472815,0.0281786409441078,0.0139134829294433,0.0137269048432756,0.0704270534466039,0.0234449080268954,0.08264241724998,0.0024020324701676
RF031,random_forest,classic,none,label,reweighing,none,none,3,,,,,,0.7580095065125004,0.7877068026190832,0.895742391450546,0.8381950756093203,-0.0313106113106113,0.0007843516158556,-0.0540193911823868,0.0155029859458783,-0.0081178059018398,0.0082328813268485,0.0022416568908962,0.0175704325127187,0.0071599309574847,0.0362976474540197,0.0680320482424198,0.0396496936107162,0.1168420592169227,0.0244106413026162
RF032,random_forest,classic,none,label,reweighing,none,calibrate_equalized_odds,3,,,,,,0.7409954865044686,0.7657695565339893,0.9100485430957532,0.8311790585711201,-0.0814153314153314,-0.019733325151821,-0.0265706805596827,0.0591986822041811,-0.083284311419853,0.0302833524405552,0.0299569178297514,0.0297390105946205,0.0168753353901444,0.0823154677330038,0.0815318141979396,0.0403166631811635,0.0528843669125808,0.1032043195238579
RF033,random_forest,classic,none,label,reweighing,none,reject_option_classification,3,,,,,,0.7109564654474833,0.8698879988132324,0.6912989252045046,0.7682873960057838,0.0214448014448015,0.042388027304078,-0.079011010968426,0.009960491791171,0.0656945385735058,0.0439170464386237,0.0190740114098749,0.0820621460942077,0.046988614436587,0.0183981896748465,0.0489873383584418,0.0434509520078013,0.0367747169932455,0.0432693165812192
RF034,random_forest,classic,none,label,reweighing,random,none,3,,,,,,0.7379745014475554,0.7900726367858474,0.8656566768154751,0.8209929471122752,-0.0186379386379386,0.0146046361388202,-0.0539715517686817,0.0455401298769454,0.0058384843382847,0.0225371403112932,0.0577487467702582,0.1047081688978039,0.0245257166876634,0.0537674323870861,0.0388222489123971,0.0269014538755181,0.0615684684915894,0.0435211524451247
RF035,random_forest,classic,none,label,reweighing,random,calibrate_equalized_odds,3,,,,,,0.7359784934635235,0.7881338813388133,0.8656566768154751,0.8198801519361374,-0.0119712719712719,0.0146046361388202,-0.0602693475401617,0.0398659794659529,0.014171817671618,0.019162173526129,0.0579451781301741,0.1047081688978039,0.02306404481013,0.0458399650508755,0.0388222489123971,0.034247119129758,0.0543367402609966,0.0309499388793773
RF036,random_forest,classic,none,label,reweighing,random,reject_option_classification,3,,,,,,0.7519885154615693,0.8549068118093354,0.7785542227602313,0.8132678325981999,-0.012113232113232,0.018368524711956,-0.0569847360433862,0.016537844052157,0.0285376657335196,0.0388328171989334,0.010716412671525,0.0779541820913003,0.0394019733721945,0.0328096611419845,0.0727461650010787,0.0587819285472524,0.0527977694427454,0.0654677003066868
GB031,gradient_boosting,classic,none,label,reweighing,none,none,3,,,,,,0.7610095125065185,0.7949898327805305,0.8871587004634215,0.8385238065951497,-0.0199124299124299,-0.0034430992663022,-0.0689475854143249,-0.0096060678394375,0.0143668832302134,0.0340447809004515,0.017917957158339,0.0315408214966004,0.0239791524578857,0.0421259944797311,0.020567789273935,0.0318346848301904,0.0599737529607792,0.0370973023461524
GB032,gradient_boosting,classic,none,label,reweighing,none,calibrate_equalized_odds,3,,,,,,0.7500074925224626,0.781865903024217,0.8914505459569838,0.8329125930635634,-0.0211964411964411,-0.0027078051486551,-0.0663486260660509,-0.0077408851873168,0.0057291539449509,0.0219996987344243,0.0046811361059565,0.0348364731390941,0.0174638696012651,0.0545108999423294,0.0325403404665305,0.046326855771563,0.0277104106125765,0.0541004725804069
GB033,gradient_boosting,classic,none,label,reweighing,none,reject_option_classification,3,,,,,,0.7190453926980873,0.8625826484363555,0.7129843610530305,0.7768066991718882,0.0062383362383362,0.0463542644624016,-0.0455837500340543,0.0285445796550407,0.0372045306711998,0.0668372167240137,0.0101132218112528,0.120259755164427,0.0671689623898442,0.030064190242577,0.0622057823328374,0.0406711150275514,0.0508682743822757,0.0231405032577993
GB034,gradient_boosting,classic,none,label,reweighing,random,none,3,,,,,,0.7530104955254656,0.7813000585398066,0.8985913942995488,0.8358327155213382,-0.0122582722582722,0.0010350086628602,-0.0714368941149959,-0.0048459347490589,0.0163070805393646,0.0270955622649414,0.0144479961280613,0.0246372701112389,0.0186696891063192,0.0149001325172118,0.0160353954772134,0.0656197730832523,0.0308442625724005,0.0121589510510734
GB035,gradient_boosting,classic,none,label,reweighing,random,calibrate_equalized_odds,3,,,,,,0.7440074805344267,0.7706979806848112,0.9028832397931112,0.8314891566974083,-0.0248031248031247,-0.0050887287108771,-0.0641017538474312,0.0004135159212043,-0.0047577490326528,0.0163529652473874,0.0053511204289234,0.0249657693421041,0.0125788968282821,0.0295783952436918,0.0132452371659854,0.0814856963514873,0.0330050448703922,0.0531530469628763
GB036,gradient_boosting,classic,none,label,reweighing,random,reject_option_classification,3,,,,,,0.7569995144845444,0.8498476112825889,0.7928420331853809,0.8202354247301237,-0.0072202272202271,0.0053542331677664,-0.0777043749456302,-0.0079039629490991,0.0409584498844089,0.0240277032662317,0.0119417964446531,0.0293622788790099,0.019997120147989,0.0033332859893474,0.030243088770665,0.0465383907909725,0.0303054045426126,0.0264621319570105
LG037,logistic_regression,classic,standardization,none,none,none,none,3,,,,,,0.7449904994815174,0.7819413196804055,0.8814240123252999,0.8286788152413357,-0.036077616077616,-0.0150588977664612,-0.0626953462009215,-0.0074393078153878,-0.0089519655535881,0.0211826941358015,0.0111506074937309,0.0216364758298504,0.0152336397854682,0.0298241491717376,0.0181957317366701,0.0401121861345281,0.0362374281659063,0.0136884434028108
LG038,logistic_regression,classic,standardization,none,none,none,calibrate_equalized_odds,3,,,,,,0.7419934904964846,0.7665681563666721,0.9085995867111746,0.8313807297479364,-0.0766828366828367,-0.0461195038270672,-0.0518452154180115,-0.0180042941385182,-0.0611485456604066,0.0063873510980447,0.0135943127754944,0.0170699650404181,0.0017005137909029,0.0470557250249435,0.0552092278515499,0.0650126462484933,0.0563758941940984,0.075607560108845
LG039,logistic_regression,classic,standardization,none,none,none,reject_option_classification,3,,,,,,0.7219914525303747,0.870653097828206,0.7099641734834868,0.7804387398309377,0.0074521374521374,0.0779899796121766,-0.0132134799481831,0.0749072421977853,0.0257876786342831,0.0222862682500448,0.0234976458394867,0.0618767673738456,0.0294351418190422,0.0106647059812961,0.0714392247642874,0.027016843999762,0.0730411194387975,0.0252157567142602
LG040,logistic_regression,classic,standardization,none,none,random,none,3,,,,,,0.7219704734674796,0.8303032952352689,0.7641135688345987,0.7915554985755341,-0.0476276276276276,-0.0097576479597722,-0.0404941663992739,0.0248149515493961,-0.025407046710626,0.026650042420048,0.0376266528086001,0.1047100542250468,0.0365072127401331,0.0210914181231275,0.0342655258460521,0.0589301628951256,0.0568052766459467,0.0233873027018411
LG041,logistic_regression,classic,standardization,none,none,random,calibrate_equalized_odds,3,,,,,,0.7199744654834476,0.8276212865294212,0.7655380702591001,0.7906692763854407,-0.0342942942942942,-0.0042020924042166,-0.0484636743687818,0.0202474469818916,-0.0101292689328482,0.0233531865203008,0.0422514222987051,0.1071692497568294,0.0349992998549191,0.0132511904820178,0.0374247336384824,0.0710809009305801,0.0557184295705583,0.0321771658205673
LG042,logistic_regression,classic,standardization,none,none,random,reject_option_classification,3,,,,,,0.7209874545203886,0.8612325116941871,0.7171050218260518,0.781910133420932,-0.0087808787808787,0.057961793741129,-0.0186343326091327,0.0673255446350918,0.0113492769137065,0.0263665607221712,0.0040150460207088,0.0486628620123823,0.0282212043027741,0.0320096657286057,0.0750958385621455,0.0342906492151811,0.0859002190314756,0.0455262309825797
RF037,random_forest,classic,standardization,none,none,none,none,3,,,,,,0.7700035364706023,0.7916539905616533,0.911418020860081,0.8472927932201246,-0.0309854609854609,0.0151305473950935,-0.0436156348691882,0.0440987690521141,-0.0140129970142959,0.0123963059343348,0.0105363526789375,0.0090748518997539,0.0077447661890306,0.0354007733017648,0.0620298034440261,0.0392854344665058,0.1000396469171995,0.0139712459536858
RF038,random_forest,classic,standardization,none,none,none,calibrate_equalized_odds,3,,,,,,0.7489915064765365,0.7641650190922223,0.92858540283433,0.838276619864597,-0.0828935228935229,-0.0093012707867246,-0.0171509428482382,0.0882534732666676,-0.0927377887606515,0.0251248619086098,0.0211658416866272,0.0106400314192263,0.0140911997700901,0.086810341176175,0.0693366721877545,0.0703054304728576,0.0628974560318735,0.1221058986571784
RF039,random_forest,classic,standardization,none,none,none,reject_option_classification,3,,,,,,0.7649835464206722,0.8492327321316612,0.8085054351148772,0.8277936656687733,-0.02004809004809,0.0094303225648914,-0.0595625225479913,0.0155322553539033,0.0209707078159135,0.0186367550045504,0.0192670696628054,0.0400064068999377,0.0171247691558784,0.0178434735589368,0.0667780072352547,0.038365808638654,0.0662857607127174,0.0261462063361457
RF040,random_forest,classic,standardization,none,none,random,none,3,,,,,,0.7560015104925283,0.8035406401404579,0.8671667706002469,0.8325149333870264,-0.0279629279629279,0.0140014197660283,-0.0436779116669932,0.0468975525581842,-0.0041316236389628,0.0091034847219785,0.037878590119104,0.053503524888006,0.0041868831452387,0.0475402963940834,0.0493782948175951,0.0310802887883063,0.0556253629817373,0.0261336110446221
RF041,random_forest,classic,standardization,none,none,random,calibrate_equalized_odds,3,,,,,,0.7540084995174815,0.7979537954191365,0.8743137326828313,0.8324037634715523,-0.0212677712677712,0.0114761672407758,-0.0538276839278433,0.0332040478091405,0.0040260399534833,0.0105139914894251,0.0399158627025586,0.0624404238791792,0.0083477540820926,0.0322984201577622,0.0521305295313644,0.0530228390771379,0.043721922416643,0.0345035039979896
RF042,random_forest,classic,standardization,none,none,random,reject_option_classification,3,,,,,,0.7319864774954595,0.8605425439777522,0.7370969516892263,0.7927286014433178,-0.007061047061047,0.0350795950277736,-0.0435959604249027,0.0349859842223202,0.0242203458927816,0.0336360086441482,0.0086719949737666,0.0662174030712812,0.0362277909542513,0.0107515768549313,0.0248956759802081,0.0571470254282879,0.0302495425685267,0.0343586366587118
GB037,gradient_boosting,classic,standardization,none,none,none,none,3,,,,,,0.7570174965384546,0.7954811409009882,0.8785872369563358,0.8349180096905991,-0.0457661157661157,-0.0055254186815219,-0.044247352941011,0.021903889978416,-0.0270361237088457,0.0309847839001695,0.0154363288657133,0.0315343788436324,0.0222940628683274,0.0472962749660342,0.027141504128087,0.0352195943349,0.0590228411127508,0.0386760084407488
GB038,gradient_boosting,classic,standardization,none,none,none,calibrate_equalized_odds,3,,,,,,0.7380074685463907,0.7756343491685378,0.8814484672853773,0.8247061333694949,-0.0657961457961457,-0.0096920853481885,-0.0295162685786558,0.0479542913616941,-0.0650065538163726,0.007131087990524,0.0136543100527797,0.0363916074978362,0.0089328820754821,0.0681814100878964,0.0339417126828906,0.0623150771090074,0.0194063255827065,0.084492740050697
GB039,gradient_boosting,classic,standardization,none,none,none,reject_option_classification,3,,,,,,0.7269904635174096,0.8689158172873833,0.7270826455375813,0.7802141222621772,-0.0081425481425481,0.0181681390582027,-0.0678168445172846,0.0034822302876312,0.0309005028517722,0.082994525850543,0.0430613382808664,0.177610954412104,0.0967604064196135,0.0428375558238952,0.0369878390530925,0.0231461346103274,0.0415432450505261,0.0241880572109943
GB040,gradient_boosting,classic,standardization,none,none,random,none,3,,,,,,0.7580005154855455,0.7822302057556172,0.9115158407003902,0.8404999829357255,-0.0407270907270907,0.0077228406070204,-0.0369293869662261,0.0691964108446579,-0.0248410189409309,0.0225269464150867,0.0358904166449353,0.053981268452661,0.0135630634518383,0.0680536334656124,0.0350459479155587,0.0449214138353019,0.0919671209029089,0.055559439848769
GB041,gradient_boosting,classic,standardization,none,none,random,calibrate_equalized_odds,3,,,,,,0.7499955044865224,0.7703812112985013,0.9215301468520352,0.8374265921550336,-0.0685402885402885,-0.0066710987869188,-0.0246227420736627,0.0696243280669478,-0.0649603043617591,0.0098142485394719,0.0351507619576326,0.0621722244697748,0.0079936512610543,0.0452470724731257,0.0297950642747311,0.0441417734624226,0.0657905093245276,0.0186633145134074
GB042,gradient_boosting,classic,standardization,none,none,random,reject_option_classification,3,,,,,,0.7579915244585903,0.8456512605042016,0.799982881527946,0.8211417722026549,-0.0042023842023842,0.0141080250110092,-0.073334713636022,-0.000114085592626,0.0424507383078552,0.0456391518846532,0.0049011754072727,0.0736956916884933,0.0415494741441452,0.0348823698204613,0.0146800369634845,0.0204569166135334,0.0400639330286914,0.0175689490552012
LG043,logistic_regression,classic,standardization,none,reweighing,none,none,3,,,,,,0.7459915004825185,0.7815703297763698,0.8842852426543414,0.829741935483871,-0.031055111055111,-0.0121140076892181,-0.0649414045232094,-0.007854919493648,-0.0030935556026859,0.0140879303178694,0.0091658332453658,0.0128787105313896,0.0097164267614924,0.0305494741697629,0.0151823532413658,0.0407115650531182,0.0376974371058666,0.0161209416389915
LG044,logistic_regression,classic,standardization,none,reweighing,none,calibrate_equalized_odds,3,,,,,,0.7419934904964846,0.7684704533579371,0.9043077412176124,0.830722008586136,-0.0588398188398188,-0.0331367349619454,-0.0572261766847037,-0.012871314448404,-0.0403366474609601,0.0063873510980447,0.0129272520716616,0.0148239878328205,0.00127137037628,0.0380714248951643,0.0417941768420588,0.0607234097825969,0.0319941913316198,0.0616592898760962
LG045,logistic_regression,classic,standardization,none,reweighing,none,reject_option_classification,3,,,,,,0.7250064435693178,0.862542890909805,0.7228580511842314,0.7861575275548208,-0.0113372113372113,0.057579634321486,-0.0101650644883127,0.070869254323941,0.0064380049513977,0.0093542695139948,0.0154949551448068,0.0279024296145064,0.011521381568183,0.0295741160641498,0.0806239325408638,0.0292522584674682,0.0777468631498872,0.0403143474919695
LG046,logistic_regression,classic,standardization,none,reweighing,random,none,3,,,,,,0.7209724694754636,0.8298415650819894,0.7641074550945796,0.7908775434702182,-0.039095459095459,-0.0092542727000477,-0.0484924432292853,0.0149105651310633,-0.0144065668102324,0.0238893667287488,0.0414728366567429,0.1080851962539636,0.0356425330025257,0.0241231826611768,0.0225275268631154,0.0683595579582785,0.0530577791576988,0.0326929949138969
